TYPE,YEAR,MONTH,HUNDRED_BLOCK,NEIGHBOURHOOD,X,Y
Theft from Vehicle,2015,12,32XX W 16TH AVE,Kitsilano,487090.079471,5456144.28747
Other Theft,2015,8,ALEXANDER ST / DUNLEVY AVE,Strathcona,493069.688588,5459033.7520699985
Other Theft,2015,11,15XX KINGSWAY AVE,Kensington-Cedar Cottage,494804.81009,5455040.15075
Break and Enter Residential/Other,2015,1,6XX HAWKS AVE,Strathcona,493658.861986,5458486.27571
Other Theft,2015,4,ALEXANDER ST / JACKSON AVE,Strathcona,493214.292532,5459030.42554
Break and Enter Residential/Other,2015,12,6XX E PENDER ST,Strathcona,493397.466407,5458616.18291
Other Theft,2015,1,5XX W BROADWAY AVE,Fairview,491587.493424,5456728.30239
Other Theft,2015,11,DUNSMUIR ST / SEYMOUR ST,Central Business District,491607.515469,5458920.9835
Other Theft,2015,1,3XX ABBOTT ST,Central Business District,492213.872308,5458862.6470800005
Other Theft,2015,5,ALEXANDER ST / MAIN ST,Strathcona,492764.442474,5459043.89503
Other Theft,2015,8,ALEXANDER ST / MAIN ST,Strathcona,492764.442474,5459043.89503
Other Theft,2015,10,ALEXANDER ST / MAIN ST,Strathcona,492764.442474,5459043.89503
Other Theft,2015,1,5XX W BROADWAY AVE,Fairview,491587.493424,5456728.30239
Other Theft,2015,1,3XX ABBOTT ST,Central Business District,492213.872308,5458862.6470800005
Break and Enter Residential/Other,2015,12,6XX E GEORGIA ST,Strathcona,493388.345826,5458405.9689
Other Theft,2015,7,DUNSMUIR ST / SEYMOUR ST,Central Business District,491607.515469,5458920.9835
Break and Enter Residential/Other,2015,9,6XX E CORDOVA ST,Strathcona,493471.186459,5458815.8563
Other Theft,2015,7,DUNSMUIR ST / SEYMOUR ST,Central Business District,491607.515469,5458920.9835
Break and Enter Residential/Other,2015,5,6XX E 7TH AVE,Mount Pleasant,493412.084058,5456850.59442
Break and Enter Residential/Other,2015,5,6XX E 6TH AVE,Mount Pleasant,493411.6206,5456951.08873
Break and Enter Residential/Other,2015,4,6XX E 6TH AVE,Mount Pleasant,493411.6206,5456951.08873
Break and Enter Residential/Other,2015,1,6XX E 62ND AVE,Sunset,493345.385899,5451263.3669300005
Mischief,2015,10,35XX W 37TH AVE,Dunbar-Southlands,486740.583861,5453990.92924
Other Theft,2015,7,DUNSMUIR ST / SEYMOUR ST,Central Business District,491607.515469,5458920.9835
Other Theft,2015,6,ALMA ST / W 4TH AVE,Kitsilano,486491.600959,5457332.86543
Other Theft,2015,6,ALMA ST / W 4TH AVE,Kitsilano,486491.600959,5457332.86543
Other Theft,2015,11,ALMA ST / W 4TH AVE,Kitsilano,486491.600959,5457332.86543
Other Theft,2015,7,DUNSMUIR ST / SEYMOUR ST,Central Business District,491607.515469,5458920.9835
Break and Enter Residential/Other,2015,11,6XX E 22ND AVE,Riley Park,493331.9256270001,5455371.23762
Break and Enter Residential/Other,2015,8,6XX E 22ND AV,Riley Park,493421.471374,5455359.73236
Other Theft,2015,1,3XX ABBOTT ST,Central Business District,492213.872308,5458862.6470800005
Other Theft,2015,1,3XX ABBOTT ST,Central Business District,492213.872308,5458862.6470800005
Theft from Vehicle,2015,2,48XX CAMBIE ST,Riley Park,491398.109507,5454383.426940002
Theft from Vehicle,2015,3,48XX CAMBIE ST,Riley Park,491398.109507,5454383.426940002
Theft from Vehicle,2015,3,48XX CAMBIE ST,Riley Park,491398.109507,5454383.426940002
Theft from Vehicle,2015,3,48XX CAMBIE ST,Riley Park,491398.109507,5454383.426940002
Theft from Vehicle,2015,3,48XX CAMBIE ST,Riley Park,491398.109507,5454383.426940002
Theft from Vehicle,2015,4,48XX CAMBIE ST,Riley Park,491398.109507,5454383.426940002
Theft from Vehicle,2015,4,48XX CAMBIE ST,Riley Park,491398.109507,5454383.426940002
Theft from Vehicle,2015,4,48XX CAMBIE ST,Riley Park,491398.109507,5454383.426940002
Theft from Vehicle,2015,5,48XX CAMBIE ST,Riley Park,491398.109507,5454383.426940002
Theft from Vehicle,2015,5,48XX CAMBIE ST,Riley Park,491398.109507,5454383.426940002
Theft from Vehicle,2015,6,48XX CAMBIE ST,Riley Park,491398.109507,5454383.426940002
Theft from Vehicle,2015,7,48XX CAMBIE ST,Riley Park,491398.109507,5454383.426940002
Theft from Vehicle,2015,7,48XX CAMBIE ST,Riley Park,491398.109507,5454383.426940002
Theft from Vehicle,2015,8,48XX CAMBIE ST,Riley Park,491398.109507,5454383.426940002
Theft from Vehicle,2015,8,48XX CAMBIE ST,Riley Park,491398.109507,5454383.426940002
Theft from Vehicle,2015,8,48XX CAMBIE ST,Riley Park,491398.109507,5454383.426940002
Theft from Vehicle,2015,8,48XX CAMBIE ST,Riley Park,491398.109507,5454383.426940002
Theft from Vehicle,2015,9,48XX CAMBIE ST,Riley Park,491398.109507,5454383.426940002
Theft from Vehicle,2015,9,48XX CAMBIE ST,Riley Park,491398.109507,5454383.426940002
Other Theft,2015,7,DUNSMUIR ST / SEYMOUR ST,Central Business District,491607.515469,5458920.9835
Other Theft,2015,1,3XX ABBOTT ST,Central Business District,492213.872308,5458862.6470800005
Other Theft,2015,1,ALMA ST / W BROADWAY AVE,Kitsilano,486476.438886,5456861.83782
Other Theft,2015,2,ALMA ST / W BROADWAY AVE,Kitsilano,486476.438886,5456861.83782
Other Theft,2015,1,3XX ABBOTT ST,Central Business District,492213.872308,5458862.6470800005
Theft from Vehicle,2015,4,48XX CLARENDON ST,Renfrew-Collingwood,496025.815787,5454174.03481
Break and Enter Residential/Other,2015,12,6XX E 19TH AVE,Riley Park,493355.72016,5455662.82584
Break and Enter Residential/Other,2015,6,6XX E 18TH AVE,Riley Park,493433.902773,5455762.37065
Other Theft,2015,8,ANDERSON ST / JOHNSTON ST,Fairview,490178.729446,5457692.71026
Other Theft,2015,11,ANDERSON ST / JOHNSTON ST,Fairview,490178.729446,5457692.71026
Theft from Vehicle,2015,4,48XX CLARENDON ST,Renfrew-Collingwood,496035.392574,5454254.09565
Other Theft,2015,1,5XX W BROADWAY AVE,Fairview,491587.493424,5456728.30239
Other Theft,2015,1,5XX W BROADWAY AVE,Fairview,491587.493424,5456728.30239
Other Theft,2015,8,AQUARIUS MEWS / MARINASIDE CRES,Central Business District,491361.499258,5457860.00507
Break and Enter Residential/Other,2015,11,6XX E 12TH AVE,Mount Pleasant,493501.293636,5456338.46474
Break and Enter Residential/Other,2015,11,6XX E 12TH AVE,Mount Pleasant,493498.752171,5456338.49534
Break and Enter Residential/Other,2015,3,6XX E 12TH AVE,Mount Pleasant,493498.752171,5456338.49534
Other Theft,2015,7,DUNSMUIR ST / SEYMOUR ST,Central Business District,491607.515469,5458920.9835
Theft from Vehicle,2015,6,48XX CULLODEN ST,Kensington-Cedar Cottage,494247.371481,5454250.33137
Break and Enter Residential/Other,2015,9,6XX E 12TH AVE,Mount Pleasant,493442.729893,5456330.02507
Break and Enter Residential/Other,2015,1,6XX E 11TH AVE,Mount Pleasant,493451.508543,5456428.416119998
Other Theft,2015,2,5XX W BROADWAY AVE,Fairview,491587.493424,5456728.30239
Other Theft,2015,6,ARBUTUS ST / CORNWALL AVE,Kitsilano,488899.342806,5457765.715
Other Theft,2015,2,5XX W BROADWAY AVE,Fairview,491587.493424,5456728.30239
Break and Enter Residential/Other,2015,11,6XX DRAKE ST,Central Business District,490774.120323,5458083.0991199985
Break and Enter Residential/Other,2015,8,6XX DRAKE ST,Central Business District,490774.120323,5458083.0991199985
Other Theft,2015,4,ARBUTUS ST / NANTON AVE,Arbutus Ridge,488843.666908,5454996.1322800005
Other Theft,2015,8,ARBUTUS ST / NANTON AVE,Arbutus Ridge,488843.666908,5454996.1322800005
Theft from Vehicle,2015,6,48XX DUMFRIES ST,Kensington-Cedar Cottage,494645.40678,5454178.86362
Other Theft,2015,7,ARBUTUS ST / W 10TH AVE,Kitsilano,488870.096266,5456688.72885
Theft from Vehicle,2015,11,56XX LINCOLN ST,Renfrew-Collingwood,498116.904296,5453315.7068
Theft from Vehicle,2015,4,48XX ELDORADO MEWS,Renfrew-Collingwood,495809.247925,5454306.85329
Theft from Vehicle,2015,6,48XX ELDORADO MEWS,Renfrew-Collingwood,495809.247925,5454306.85329
Theft from Vehicle,2015,2,48XX ELDORADO MEWS,Renfrew-Collingwood,495818.481525,5454304.61132
Break and Enter Residential/Other,2015,6,6XX CARDERO ST,Central Business District,490503.112058,5459772.71284
Break and Enter Residential/Other,2015,9,6XX BUTE ST,Central Business District,490927.897034,5459430.5722
Other Theft,2015,6,ARBUTUS ST / W 12TH AVE,Kitsilano,488863.38477600005,5456482.22058
Theft from Vehicle,2015,8,48XX FLEMING ST,Kensington-Cedar Cottage,494739.161298,5454186.48398
Other Theft,2015,7,ARBUTUS ST / W 14TH AVE,Kitsilano,488858.972113,5456275.70774
Mischief,2015,5,35XX W 20TH AVE,Dunbar-Southlands,486688.880915,5455778.2430300005
Break and Enter Residential/Other,2015,3,6XX ALEXANDER ST,Strathcona,493383.674369,5459019.87121
Theft from Vehicle,2015,8,48XX FRASER ST,Kensington-Cedar Cottage,493426.16652299993,5454181.07932
Break and Enter Residential/Other,2015,10,6XX ABBOTT ST,Central Business District,492166.442667,5458454.60558
Break and Enter Residential/Other,2015,8,6XX ABBOTT ST,Central Business District,492166.442667,5458454.60558
Break and Enter Residential/Other,2015,6,6X W 69TH AVE,Marpole,492137.874124,5450752.27174
Mischief,2015,2,35XX W 18TH AVE,Dunbar-Southlands,486664.254686,5455988.11175
Break and Enter Residential/Other,2015,5,6X W 22ND AVE,Riley Park,492259.151683,5455359.05833
Break and Enter Residential/Other,2015,10,6X W 20TH AVE,Riley Park,492264.920807,5455557.89767
Other Theft,2015,6,DUNSMUIR ST / SEYMOUR ST,Central Business District,491607.515469,5458920.9835
Break and Enter Residential/Other,2015,8,6X W 11TH AVE,Mount Pleasant,492268.448222,5456491.88468
Other Theft,2015,2,3XX ABBOTT ST,Central Business District,492213.872308,5458862.6470800005
Other Theft,2015,2,3XX ABBOTT ST,Central Business District,492213.872308,5458862.6470800005
Break and Enter Residential/Other,2015,9,6X E HASTINGS ST,Central Business District,492508.102964,5458749.93513
Other Theft,2015,2,3XX ABBOTT ST,Central Business District,492213.872308,5458862.6470800005
Break and Enter Residential/Other,2015,9,6X E 60TH AVE,Sunset,492368.723703,5451458.17134
Other Theft,2015,2,3XX ABBOTT ST,Central Business District,492213.872308,5458862.6470800005
Break and Enter Residential/Other,2015,9,6X E 23RD AVE,Riley Park,492459.5758760001,5455239.4768699985
Break and Enter Residential/Other,2015,6,6X E 23RD AVE,Riley Park,492451.252643,5455248.59118
Theft from Vehicle,2015,1,48XX FRASER ST,Kensington-Cedar Cottage,493429.264674,5454326.21746
Theft from Vehicle,2015,6,32XX W 22ND AVE,Dunbar-Southlands,487058.548965,5455573.4143
Break and Enter Residential/Other,2015,5,69XX RUPERT ST,Killarney,496762.941343,5451977.21297
Other Theft,2015,6,ARBUTUS ST / W 4TH AVE,Kitsilano,488885.8572560001,5457272.988419998
Other Theft,2015,7,ARBUTUS ST / W 4TH AVE,Kitsilano,488885.8572560001,5457272.988419998
Other Theft,2015,2,3XX ABBOTT ST,Central Business District,492213.872308,5458862.6470800005
Other Theft,2015,9,ARBUTUS ST / W 6TH AVE,Kitsilano,488880.846829,5457083.22995
Theft from Vehicle,2015,10,48XX HUDSON ST,Shaughnessy,490188.309683,5454457.90013
Break and Enter Residential/Other,2015,5,69XX RALEIGH ST,Killarney,496537.841598,5451988.2603199985
Theft from Vehicle,2015,12,48XX HUDSON ST,Shaughnessy,490208.401169,5454374.39864
Break and Enter Residential/Other,2015,8,69XX RALEIGH ST,Killarney,496536.689461,5451964.76816
Break and Enter Residential/Other,2015,3,69XX LAUREL ST,Oakridge,490869.581007,5452157.87579
Break and Enter Residential/Other,2015,9,69XX KILLARNEY ST,Killarney,496660.8498180001,5451984.76292
Theft from Vehicle,2015,5,48XX JOYCE ST,Renfrew-Collingwood,497869.448712,5454249.26146
Other Theft,2015,2,5XX W BROADWAY AVE,Fairview,491587.493424,5456728.30239
Break and Enter Residential/Other,2015,9,69XX HEATHER ST,Oakridge,490994.904508,5452144.14634
Other Theft,2015,6,DUNSMUIR ST / SEYMOUR ST,Central Business District,491607.515469,5458920.9835
Theft from Vehicle,2015,8,48XX KNIGHT ST,Kensington-Cedar Cottage,494446.01441000006,5454176.42935
Break and Enter Residential/Other,2015,3,69XX DOMAN ST,Killarney,497316.786709,5452020.15599
Theft from Vehicle,2015,9,48XX KNIGHT ST,Kensington-Cedar Cottage,494447.077598,5454236.34982
Theft from Vehicle,2015,7,48XX KNIGHT ST,Kensington-Cedar Cottage,494448.193945,5454299.26631
Break and Enter Residential/Other,2015,4,69XX CYPRESS ST,Kerrisdale,489099.572201,5452138.64607
Break and Enter Residential/Other,2015,3,69XX BUTLER ST,Killarney,497531.852569,5451953.57175
Theft from Vehicle,2015,6,48XX LANARK ST,Kensington-Cedar Cottage,494553.645678,5454313.8617
Break and Enter Residential/Other,2015,6,69XX BALMORAL ST,Victoria-Fraserview,495011.9720770001,5452024.69741
Break and Enter Residential/Other,2015,9,69XX ARBUTUS DVRS,Kerrisdale,488714.798419,5452180.22171
Break and Enter Residential/Other,2015,1,69XX ARBUTUS DVRS,Kerrisdale,488690.716551,5452223.7838
Break and Enter Residential/Other,2015,4,69XX ADERA ST,Kerrisdale,489528.936808,5452154.198969998
Other Theft,2015,2,3XX ABBOTT ST,Central Business District,492213.872308,5458862.6470800005
Other Theft,2015,2,3XX ABBOTT ST,Central Business District,492213.872308,5458862.6470800005
Other Theft,2015,2,3XX ABBOTT ST,Central Business District,492213.872308,5458862.6470800005
Other Theft,2015,2,3XX ABBOTT ST,Central Business District,492213.872308,5458862.6470800005
Other Theft,2015,2,3XX ABBOTT ST,Central Business District,492213.872308,5458862.6470800005
Other Theft,2015,4,DUNSMUIR ST / SEYMOUR ST,Central Business District,491607.515469,5458920.9835
Other Theft,2015,5,ARBUTUS ST / W BROADWAY AVE,Kitsilano,488872.902286,5456795.45821
Other Theft,2015,6,ARBUTUS ST / W BROADWAY AVE,Kitsilano,488872.902286,5456795.45821
Break and Enter Residential/Other,2015,4,68XX VICTORIA DR,Victoria-Fraserview,495199.429089,5452077.73714
Theft from Vehicle,2015,3,48XX MANOR ST,Renfrew-Collingwood,497092.0437850001,5454286.17736
Other Theft,2015,1,DUNSMUIR ST / SEYMOUR ST,Central Business District,491607.515469,5458920.9835
Break and Enter Residential/Other,2015,12,68XX SELKIRK ST,Oakridge,490290.015192,5452337.67855
Theft from Vehicle,2015,12,48XX MARGUERITE ST,Shaughnessy,489516.738116,5454378.23713
Other Theft,2015,1,DUNSMUIR ST / SEYMOUR ST,Central Business District,491607.515469,5458920.9835
Theft from Vehicle,2015,7,48XX NANAIMO ST,Renfrew-Collingwood,495731.389146,5454138.67258
Break and Enter Residential/Other,2015,5,68XX ONTARIO ST,Sunset,492285.107606,5452178.21688
Other Theft,2015,10,ARBUTUS ST / WEST BLVD,Arbutus Ridge,488684.510966,5453957.65901
Other Theft,2015,2,3XX ABBOTT ST,Central Business District,492213.872308,5458862.6470800005
Theft from Vehicle,2015,9,48XX NW MARINE DR,West Point Grey,483828.306897,5458291.75639
Theft from Vehicle,2015,10,56XX LANCASTER ST,Renfrew-Collingwood,496968.491253,5453461.560330002
Break and Enter Residential/Other,2015,11,68XX LABURNUM ST,Kerrisdale,488997.241866,5452272.95287
Break and Enter Residential/Other,2015,12,68XX KILLARNEY ST,Killarney,496657.418446,5452142.09869
Break and Enter Residential/Other,2015,1,68XX INVERNESS ST,Sunset,494167.371722,5452163.90974
Other Theft,2015,11,ASH ST / W 10TH AVE,Fairview,491445.863671,5456619.58648
Break and Enter Residential/Other,2015,9,68XX HEATHER ST,Oakridge,491000.130911,5452335.0508699985
Break and Enter Residential/Other,2015,8,68XX GRANVILLE ST,Oakridge,489814.572517,5452323.70376
Theft from Vehicle,2015,10,48XX ONTARIO ST,Riley Park,492327.325711,5454251.14477
Break and Enter Residential/Other,2015,1,68XX FREMLIN ST,Oakridge,490768.483778,5452313.12803
Other Theft,2015,2,3XX ABBOTT ST,Central Business District,492213.872308,5458862.6470800005
Other Theft,2015,2,3XX ABBOTT ST,Central Business District,492213.872308,5458862.6470800005
Theft from Vehicle,2015,3,48XX OSLER ST,Shaughnessy,490536.7451020001,5454413.31647
Other Theft,2015,2,5XX W BROADWAY AVE,Fairview,491587.493424,5456728.30239
Other Theft,2015,8,ASH ST / W 12TH AVE,Fairview,491441.231032,5456415.09546
Mischief,2015,6,35XX W 12TH AVE,Kitsilano,486719.70519,5456560.13348
Other Theft,2015,2,5XX W BROADWAY AVE,Fairview,491587.493424,5456728.30239
Other Theft,2015,6,ASH ST / W 13TH AVE,Fairview,491438.978867,5456309.73154
Break and Enter Residential/Other,2015,7,68XX ELLIOTT ST,Victoria-Fraserview,496011.67323,5452070.4992
Break and Enter Residential/Other,2015,9,68XX DAWSON ST,Killarney,496430.431924,5452073.55783
Break and Enter Residential/Other,2015,11,68XX CYPRESS ST,Kerrisdale,489104.152517,5452369.28515
Other Theft,2015,6,ASH ST / W 6TH AVE,Fairview,491457.641444,5457016.7473800015
Theft from Vehicle,2015,6,48XX ROSS ST,Kensington-Cedar Cottage,494064.804032,5454286.23338
Break and Enter Residential/Other,2015,4,68XX ASH ST,Oakridge,491398.166968,5452284.54947
Theft from Vehicle,2015,5,48XX ROSS ST,Kensington-Cedar Cottage,494074.149665,5454290.38142
Other Theft,2015,3,5XX W BROADWAY AVE,Fairview,491587.493424,5456728.30239
Break and Enter Residential/Other,2015,4,68XX ASH ST,Oakridge,491396.8219470001,5452240.33631
Break and Enter Residential/Other,2015,9,68XX ARLINGTON ST,Killarney,497829.105305,5452046.56326
Break and Enter Residential/Other,2015,1,68XX ANGUS DR,Kerrisdale,489221.314231,5452294.81717
Break and Enter Residential/Other,2015,7,67XX WALES ST,Victoria-Fraserview,496171.352576,5452173.66254
Break and Enter Residential/Other,2015,8,67XX VICTORIA DR,Victoria-Fraserview,495202.74894399993,5452261.01187
Theft from Vehicle,2015,11,ONTARIO ST / W 7TH AVE,Mount Pleasant,492373.856659,5456884.3864
Break and Enter Residential/Other,2015,6,67XX TANTALUS LANE,Killarney,498221.344617,5452187.45532
Break and Enter Residential/Other,2015,10,67XX ST GEORGE ST,Sunset,493148.163458,5452295.1627
Other Theft,2015,3,3XX ABBOTT ST,Central Business District,492213.872308,5458862.6470800005
Other Theft,2015,3,3XX ABBOTT ST,Central Business District,492213.872308,5458862.6470800005
Other Theft,2015,12,ATHLETES WAY / MANITOBA ST,Mount Pleasant,492242.971848,5457648.0115
Theft from Vehicle,2015,1,56XX KNIGHT ST,Kensington-Cedar Cottage,494396.924759,5453444.74859
Other Theft,2015,3,3XX ABBOTT ST,Central Business District,492213.872308,5458862.6470800005
Other Theft,2015,3,3XX ABBOTT ST,Central Business District,492213.872308,5458862.6470800005
Other Theft,2015,3,3XX ABBOTT ST,Central Business District,492213.872308,5458862.6470800005
Other Theft,2015,7,ATHLETES WAY / SALT ST,Mount Pleasant,492284.60899,5457646.84123
Other Theft,2015,8,ATHLETES WAY / SALT ST,Mount Pleasant,492284.60899,5457646.84123
Theft from Vehicle,2015,4,56XX KILLARNEY ST,Renfrew-Collingwood,496661.026594,5453380.39022
Break and Enter Residential/Other,2015,1,67XX OSLER ST,Oakridge,490485.132975,5452443.19992
Break and Enter Residential/Other,2015,11,67XX NEAL ST,Oakridge,491090.992176,5452418.68444
